x1,x2,x3,x4,x5,response
1,1,64.82424152,1,B,1
0,0,57.57244009,0,A,0
1,0,39.03508556,0,B,0
0,0,54.73733991,0,A,0
1,0,77.24629276,0,B,0
0,0,44.62783881,0,A,0
0,1,62.13162775,0,A,0
0,0,49.57137918,1,B,0
0,0,54.55754105,1,A,0
1,0,52.85091307,0,A,0
1,0,62.00980945,1,A,1
1,0,46.32902968,1,B,0
1,0,62.40607786,1,A,1
1,0,46.05153277,0,A,0
0,0,44.63102347,0,B,0
0,1,42.42863253,0,B,0
0,0,50.32902883,0,B,0
0,1,52.15237892,1,B,1
1,0,51.7054606,0,A,0
0,0,63.20646609,0,B,0
0,1,52.71491624,0,A,0
1,0,51.79204983,0,B,0
1,1,69.21063767,1,B,1
1,0,48.7080647,0,A,0
0,0,51.75802045,0,B,0
0,0,54.53966202,0,A,0
0,1,53.28389752,0,B,0
0,0,64.38473438,1,B,1
0,0,46.78101623,0,A,0
0,0,43.57247266,0,A,0
0,1,45.64854707,0,A,0
0,0,60.18690974,0,A,0
0,0,45.85553338,0,B,0
1,1,51.08084167,1,B,0
0,0,48.17001312,0,B,0
0,0,60.86774206,1,A,0
1,1,32.61098848,0,B,0
0,0,36.37866813,0,B,0
0,0,59.05168777,1,B,0
1,1,49.19722619,0,A,0
0,0,22.22915074,0,B,0
1,0,59.76920649,0,A,0
0,1,51.45394259,1,A,0
1,0,39.49936501,0,A,0
0,0,31.26664539,0,B,0
1,0,53.14645572,0,B,0
1,0,55.2587274,1,A,1
0,0,39.7840381,0,A,0
0,0,48.61043002,0,B,0
0,0,43.21527011,1,B,0
1,0,60.19634329,1,A,1
1,0,55.18190934,1,A,1
1,1,64.64026557,1,B,1
1,0,42.20067323,0,A,0
1,0,59.61850673,1,B,1
1,0,44.80586702,0,A,0
1,1,38.33395559,0,B,0
1,0,66.40966739,1,A,1
0,0,44.4663575,0,B,0
1,0,60.69105936,0,A,0
0,0,53.73821464,0,A,0
1,0,44.87038069,1,A,0
1,0,45.23488758,0,A,0
0,1,56.08872635,0,A,0
0,0,46.77033816,1,B,0
0,0,49.64867567,0,B,0
0,0,69.24768874,1,B,1
0,1,38.19380439,0,A,0
1,0,73.83401143,0,B,0
0,0,51.29283947,0,B,0
0,0,67.30189228,1,A,0
0,0,60.52144491,0,A,0
0,0,40.12267817,0,B,0
1,0,35.18642749,0,B,0
0,0,33.12321801,0,A,0
1,0,58.29920358,1,A,1
0,0,64.95479866,1,A,1
0,0,61.84841599,0,A,0
0,0,49.26094745,1,A,0
1,0,53.89927607,1,A,1
0,1,49.64825851,0,B,0
0,0,51.54384369,0,A,0
1,0,49.9275054,0,B,0
0,0,51.08693312,0,A,0
0,0,65.20659122,1,B,1
0,0,40.88061956,1,B,0
0,0,50.78186727,1,A,0
1,0,60.93177998,0,A,0
1,0,55.13343609,0,A,0
1,0,52.00442104,0,A,0
1,0,36.9252422,0,A,0
1,1,75.41595507,1,A,1
1,1,56.40828195,1,A,0
0,0,48.81121528,0,A,0
0,1,35.25108599,0,A,0
0,0,55.10696268,0,B,0
0,0,44.96788153,0,B,0
0,0,45.81665304,0,A,0
0,0,34.32917579,0,B,0
0,0,51.35183669,1,A,0
1,1,70.18695393,1,A,1
0,0,51.41493581,1,A,0
1,0,58.85241086,1,A,1
1,0,60.84726317,1,B,1
0,0,46.53420329,0,A,0
0,1,44.57546409,0,A,0
1,0,64.94156652,1,A,0
0,0,63.23898985,0,B,0
0,0,50.22073001,0,B,0
1,0,55.26001521,0,B,0
0,0,60.97431082,1,A,0
1,0,39.33252865,0,A,0
1,0,35.02376919,0,A,0
0,0,59.07379141,1,B,1
0,1,48.21162368,0,A,0
1,0,35.26544656,0,B,0
1,0,54.36279219,0,B,0
0,1,56.68740786,1,A,1
1,1,57.25210133,0,B,0
1,0,63.16860283,1,A,1
0,0,47.57329586,1,B,0
0,0,52.80009997,0,A,0
0,0,40.87835982,0,B,0
0,0,55.61426498,0,B,0
0,0,62.97665082,1,A,1
0,1,50.12798801,0,B,0
0,0,42.62845585,0,B,0
1,0,41.1331632,0,A,0
0,1,61.45576301,0,B,0
1,0,51.44438191,0,A,0
0,1,51.33152101,0,B,0
0,0,50.88813423,0,B,0
0,1,49.21250233,0,A,0
0,0,53.92400052,0,B,0
0,0,69.26736504,1,B,0
1,0,41.82402521,1,B,0
1,0,55.87754567,1,A,1
1,0,54.45348709,1,B,1
0,0,44.22196487,0,B,0
0,0,64.53895082,0,B,0
1,1,58.61979711,1,A,1
1,1,60.05695105,1,A,1
0,0,42.2989317,0,A,0
1,0,37.33995581,0,B,0
0,0,40.35303659,0,B,0
0,1,54.33856004,0,A,0
1,0,62.03033498,1,A,1
1,0,29.56980574,0,A,0
0,1,43.98988504,0,A,0
1,0,46.19049718,0,A,0
0,0,29.8241616,1,B,0
0,0,22.29989661,0,A,0
0,1,45.13243759,0,A,0
0,0,41.44116572,1,A,0
1,0,47.40138383,0,B,0
1,0,56.31437488,1,A,1
1,0,50.61152627,1,B,1
1,0,59.73780801,1,B,1
1,0,53.39577403,1,A,1
1,0,36.12057254,0,B,0
1,1,62.77146566,0,A,0
1,0,50.72410133,1,B,0
0,1,45.85397778,0,B,0
0,1,38.3883468,0,A,0
0,0,41.87194048,0,A,0
1,1,42.53163197,0,B,0
1,0,39.70623952,0,B,0
0,1,77.47760411,0,A,0
0,0,53.6826641,0,A,0
1,0,57.44492692,1,A,1
0,0,44.27550622,0,A,0
0,0,46.82353818,0,A,0
1,1,44.80748944,0,B,0
0,0,54.96070421,0,A,0
0,0,49.82347826,0,B,0
0,0,37.83828408,0,A,0
1,1,59.96417651,0,B,0
0,1,42.10291863,0,A,0
1,0,46.73932688,0,B,0
1,1,53.7870515,0,A,0
1,0,51.68153237,0,B,0
0,0,50.93609035,1,B,0
0,0,60.93352307,0,A,0
1,0,57.11609799,0,B,0
1,0,38.30489976,0,B,0
1,0,65.32403302,1,B,1
1,0,57.63472041,1,A,0
1,0,40.76479658,1,A,0
1,1,65.816142,0,A,0
1,0,46.53431239,1,B,1
1,0,47.11390788,0,A,0
0,1,45.9347451,0,B,0
0,0,48.15161193,0,A,0
0,1,41.55985997,1,B,0
0,0,62.41693443,0,A,0
0,0,45.30854061,0,A,0
0,1,54.45962054,0,A,0
1,0,58.61689181,0,B,0
0,0,64.72628508,0,A,0
1,0,52.40507516,0,B,0
0,0,40.07386001,0,B,0
0,0,73.45508898,0,B,0
1,0,61.16657184,1,B,1
0,0,42.64808832,0,B,0
0,0,59.64618019,0,A,0
1,0,38.70582943,0,A,0
1,0,69.73810013,1,B,1
0,1,50.41525416,1,B,0
0,0,47.34012599,0,A,0
0,0,47.81121173,0,B,0
1,1,62.83064794,1,B,1
1,1,53.02444764,0,A,0
1,0,53.51327395,0,B,0
1,0,47.89847315,0,B,0
1,0,51.13567769,1,A,0
0,0,40.08995621,0,B,0
0,0,37.21705873,0,A,0
1,0,72.29531724,1,B,1
0,0,47.63434294,0,A,0
1,0,37.8189976,0,A,0
1,0,62.0542945,1,A,1
1,0,59.27961169,1,A,1
1,0,54.78056218,1,B,1
0,0,46.66410029,1,A,0
1,0,25.29285192,0,A,0
1,0,40.94961641,1,B,0
0,0,74.63600565,0,B,0
0,0,63.69139689,0,A,0
0,0,55.6521987,0,B,0
1,0,49.79153423,0,A,0
0,0,65.37873821,0,A,0
1,0,48.9349429,0,A,0
1,0,53.05733307,1,B,0
1,0,36.77891456,0,B,0
0,0,62.94602991,0,B,0
1,1,46.87307616,0,A,0
1,0,62.3734513,0,A,0
0,0,64.72058684,0,A,0
0,0,56.12105418,0,A,0
0,0,36.88779076,0,A,0
0,0,51.75761343,0,B,0
1,0,71.88404048,0,B,0
0,0,56.44005248,0,B,0
0,0,58.08654547,0,A,0
1,0,59.04159261,1,A,1
1,0,52.21155852,0,A,0
0,1,47.58391882,0,A,0
1,1,41.285475,0,A,0
0,0,52.72725509,0,B,0
1,0,27.03403829,0,B,0
0,0,43.80944536,1,A,0
0,1,43.5013378,0,A,0
0,1,45.19272572,0,A,0
1,0,57.76044497,0,A,0
0,1,58.03507385,0,B,0
0,0,50.50283043,0,A,0
1,0,56.31311338,1,B,0
0,0,43.77960408,0,B,0
1,0,60.18066624,1,B,1
1,0,46.93190034,0,A,0
1,0,45.14994246,0,A,0
1,0,46.44309908,0,B,0
1,0,62.04278096,1,A,1
0,1,51.61248179,0,B,0
1,1,46.80453929,0,B,0
1,0,45.39611567,0,B,0
0,0,60.44328477,0,A,0
0,0,60.21086649,1,B,1
0,0,39.98940179,0,B,0
1,0,62.89558796,1,B,1
0,0,38.49021564,0,A,0
0,0,50.71025659,1,A,0
1,0,59.74755674,0,A,0
1,0,56.18337218,1,A,0
1,1,48.09130314,0,B,0
0,0,57.96621024,1,A,1
1,0,43.97256627,0,B,0
0,0,71.72051583,0,A,0
0,0,54.86789209,0,B,0
1,0,47.87143903,0,B,0
1,1,31.81016771,0,A,0
0,1,46.62655813,1,B,0
1,0,51.64723599,0,B,0
1,0,28.29233517,0,A,0
1,0,51.00263286,0,B,0
1,0,49.42117036,0,A,0
0,0,44.54883184,0,B,0
1,0,66.40996812,1,B,1
0,0,47.70217154,0,B,0
1,0,57.08762209,0,A,0
1,0,56.0707475,1,A,0
1,0,49.61777548,0,B,0
0,0,42.990586,0,A,0
1,1,44.70352494,0,B,0
1,0,51.45997846,0,B,0
1,1,68.22405151,0,A,0
1,0,29.5013286,0,B,0
0,0,61.07383164,0,A,0
0,0,38.73950188,0,B,0
0,0,55.57675922,0,A,0
0,0,46.21924416,0,A,0
1,0,52.32701975,0,B,0
1,0,61.15359212,1,B,1
0,0,58.14839817,0,A,0
0,0,51.93288881,0,A,0
1,0,45.38628857,0,A,0
1,0,46.10733242,1,B,0
0,0,57.91046947,0,A,0
1,0,47.9605999,0,A,0
0,0,62.29335396,0,A,0
0,1,51.56397685,0,B,0
1,0,62.67810138,0,B,0
1,0,49.81079122,0,B,0
1,0,59.60673121,0,B,0
0,0,50.86523002,0,A,0
1,0,57.81558699,0,A,0
1,0,58.83401749,1,A,0
1,0,46.33737995,0,A,0
0,1,55.94977958,0,B,0
0,0,47.54567731,1,B,0
0,0,48.22048245,0,A,0
1,1,41.80796005,0,A,0
1,0,50.95312481,1,A,1
1,0,49.53425001,1,A,1
0,0,57.70852842,1,A,0
0,0,57.5084841,0,B,0
0,1,60.83047263,1,B,0
0,1,55.32960761,0,A,0
0,0,73.75982137,0,B,0
0,0,44.7442686,0,A,0
1,0,54.17736078,0,A,0
1,0,49.07652114,0,A,0
0,0,61.54565905,0,A,0
0,1,48.22535392,0,A,0
1,0,59.77012074,1,B,1
0,0,30.30434354,0,A,0
1,0,52.05106833,0,B,0
1,0,41.476005,1,B,0
0,0,58.21745012,0,A,0
1,0,61.39119354,1,A,1
0,0,63.11135664,0,A,0
1,0,55.84732474,1,B,1
0,0,50.25112768,0,A,0
0,0,67.05292343,1,B,0
1,0,43.15304633,0,B,0
1,0,66.78007706,1,A,1
1,0,58.20144132,1,A,1
0,0,48.13865516,0,A,0
1,0,41.97831877,0,B,0
0,0,47.30540006,0,A,0
0,0,58.06056569,0,A,0
0,0,32.66124161,0,B,0
1,0,44.82273111,0,A,0
0,0,50.62430066,1,A,0
1,0,49.19655352,0,A,0
0,1,54.60193137,0,B,0
1,0,54.48381331,0,B,0
1,1,62.32437219,0,B,0
0,0,41.20447566,1,A,0
0,1,55.48008532,0,A,0
1,0,48.41509764,0,B,0
0,0,41.80598415,1,B,0
1,0,58.08053177,0,A,0
1,0,42.15484434,1,A,0
1,0,52.14062907,0,B,0
0,0,43.13536475,0,B,0
0,1,52.14485815,0,B,0
0,0,59.50702613,0,B,0
0,0,60.97088302,1,B,0
0,0,62.49997691,1,B,0
1,1,60.16284692,1,A,1
0,0,47.9652218,0,A,0
1,0,60.53126357,1,B,0
1,0,54.49910571,1,A,1
1,0,70.61961934,0,B,0
1,0,48.83373596,0,A,0
0,1,56.6527333,0,A,0
0,1,49.3537074,1,A,0
0,0,48.8437283,0,B,0
0,0,63.7979042,0,A,0
0,1,64.81662313,1,B,0
1,0,37.51732517,0,B,0
0,1,61.24250854,0,A,0
0,0,61.0511554,0,A,0
1,1,51.9930243,0,A,0
0,0,50.23264469,0,B,0
1,0,28.51385215,0,A,0
1,1,58.3804753,1,B,1
0,0,46.02657653,0,A,0
1,1,35.88908891,0,A,0
0,0,66.20830189,0,A,0
1,1,43.09709244,1,B,0
0,0,53.68174667,1,B,0
1,0,60.80980551,1,A,0
0,0,57.75777728,0,A,0
1,0,50.42208182,0,B,0
1,0,52.14713452,1,B,1
0,0,40.86781647,1,B,0
0,0,59.01552598,0,A,0
0,0,49.05810822,0,A,0
1,0,47.66836197,0,A,0
0,0,52.321268,0,A,0
1,0,61.94283621,1,A,1
0,0,54.78318327,0,B,0
0,0,43.10442887,0,B,0
0,0,69.23894709,1,A,0
0,0,52.69832763,1,B,0
1,0,52.99082308,1,A,1
0,0,31.47613268,0,A,0
1,0,55.58562916,0,A,0
1,0,57.56514494,1,A,1
1,1,54.65738645,1,A,1
1,0,53.1060469,0,B,0
0,0,49.52296849,0,B,0
0,0,47.52419696,0,B,0
0,0,56.81113778,0,B,0
1,0,61.06464109,1,A,1
0,0,61.8281173,0,A,0
1,0,71.56964875,1,A,1
0,1,46.70224334,1,A,0
1,0,59.78988442,1,A,0
1,0,50.91362577,1,A,0
1,0,50.91334239,1,A,0
0,1,56.61370995,0,B,0
0,0,48.12653644,0,B,0
1,0,46.18446498,0,A,0
0,0,38.54810307,0,A,0
1,0,46.08348067,0,A,0
0,1,49.33515428,0,A,0
0,0,40.85382754,0,B,0
1,1,63.19641503,1,B,1
0,0,52.05875706,0,A,0
0,0,48.19576343,0,A,0
0,0,69.25604475,0,B,0
1,0,53.01919789,0,A,0
0,1,50.01435125,0,A,0
0,0,57.83121379,1,A,0
0,1,42.52177795,0,A,0
1,1,48.63869264,0,A,0
0,0,54.61774508,0,B,0
0,0,46.24506016,0,B,0
1,0,54.94726708,1,A,1
0,0,65.66814487,0,B,0
0,0,21.53878454,0,A,0
0,0,38.97517075,0,A,0
0,0,54.65632568,1,B,0
0,0,38.7602997,1,B,0
0,0,46.21359279,0,B,0
0,0,52.09823261,0,B,0
1,0,62.36214194,1,B,1
1,0,44.34259475,0,B,0
0,0,43.68628921,0,B,0
0,0,48.56252778,0,A,0
0,0,49.12735415,1,A,0
0,0,48.94266554,0,B,0
1,0,71.2782723,1,A,1
0,0,43.84771882,0,A,0
0,1,43.62768852,0,B,0
0,0,58.07691264,1,B,0
0,0,28.7812178,0,A,0
0,1,62.75015097,0,B,0
1,0,64.7597235,1,A,0
0,0,46.85935019,0,A,0
0,0,45.41809953,0,B,0
0,0,46.79800472,0,B,0
1,0,47.93696647,0,A,0
1,1,58.86553837,0,B,0
1,0,63.73550659,1,B,1
0,0,63.81458588,0,B,0
0,1,56.00525973,0,B,0
0,0,52.23561992,1,A,0
0,0,52.58111046,0,A,0
0,0,60.11933721,0,A,0
1,1,42.63728996,0,B,0
1,0,62.94373683,0,B,0
0,1,30.8423785,0,A,0
0,1,34.75715384,0,A,0
1,0,62.34925026,1,B,1
0,0,31.31768555,0,A,0
1,0,51.26787696,0,A,0
0,0,49.62000516,0,B,0
1,0,60.11601211,0,A,0
0,0,38.67681985,1,B,0
1,0,55.15445521,0,B,0
1,0,67.6538575,1,B,1
1,0,41.57040672,0,B,0
0,0,44.92332415,0,A,0
0,0,45.24696783,0,B,0
0,0,27.18329778,0,B,0
1,0,55.72931052,0,B,0
1,1,61.55429751,1,B,0
1,1,42.36380282,1,B,0
0,0,60.8054971,0,A,0
0,0,46.74611759,0,A,0
1,0,44.23805165,0,B,0
1,1,54.5187297,1,A,1
1,0,58.32179741,0,A,0
0,0,45.65433491,0,A,0
1,0,28.53123975,0,A,0
1,0,49.56454464,0,B,0
0,0,42.07003738,0,B,0
1,0,76.31558123,0,A,0
1,0,39.99838198,0,A,0
0,0,57.12296347,0,A,0
0,1,48.44356697,0,B,0
1,0,50.13318894,1,B,1
0,0,53.80431345,0,A,0
0,0,48.40574609,0,B,0
0,0,66.0342757,0,B,0
1,0,49.68048856,0,B,0
0,0,39.98643569,1,B,0
1,0,44.97612794,0,A,0
1,0,45.68210415,0,A,0
1,0,54.92739266,1,A,1
0,0,66.29668628,0,A,0
1,0,42.91143748,0,A,0
1,1,40.36228054,0,A,0
0,1,62.5638721,0,B,0
0,0,53.64288969,0,B,0
1,0,56.46745603,1,B,1
1,0,42.76781452,0,B,0
1,1,62.28870013,1,B,1
1,0,58.59177111,1,B,1
0,1,47.80190974,0,B,0
1,0,52.72591765,0,A,0
1,0,38.7506344,0,B,0
1,0,55.55959158,0,B,0
0,0,34.70682731,0,A,0
0,0,47.52940414,1,A,0
0,0,41.05364968,0,B,0
1,0,39.24834551,0,B,0
0,0,50.39313365,0,A,0
0,0,45.57157119,0,A,0
1,0,46.24116437,0,A,0
0,0,54.50931075,0,B,0
0,0,66.8552446,1,A,0
0,0,36.83281579,0,B,0
1,0,25.67532353,0,B,0
1,1,53.33168621,0,A,0
0,0,29.58693275,0,B,0
1,0,75.81719036,0,A,0
0,0,49.47642606,1,B,0
1,0,40.38209315,0,A,0
1,0,31.4676816,1,A,0
0,0,50.08780747,0,B,0
0,0,43.87299015,1,A,0
0,0,60.6029758,0,B,0
0,0,49.21172308,0,B,0
1,0,47.04424858,0,B,0
1,0,48.17360958,0,B,0
0,0,52.94538102,1,A,0
0,0,36.7556239,0,B,0
0,0,55.30965987,0,B,0
0,0,53.07950265,0,B,0
1,0,54.65014088,0,B,0
1,0,71.66706046,0,B,0
1,1,71.17256604,0,B,0
0,1,35.77023374,0,B,0
0,0,53.96181688,0,B,0
1,0,56.9358881,1,A,1
0,0,53.14599317,0,B,0
0,0,56.62310739,0,B,0
0,1,49.51227213,0,B,0
1,0,64.27996264,1,B,1
1,0,56.2656377,1,A,1
0,1,50.89100214,1,A,0
0,0,50.35116077,0,A,0
1,0,51.95597863,0,A,0
0,0,53.82136146,0,B,0
1,0,57.41961618,1,A,1
0,1,35.93360667,0,A,0
0,0,47.56430538,0,B,0
0,1,38.33816717,1,B,0
1,1,53.36771493,0,B,0
0,0,51.48319016,1,A,0
1,0,58.20629747,1,A,1
0,0,59.78865218,1,A,1
0,0,55.73566458,1,A,1
1,1,63.38908908,0,A,0
1,1,70.04125876,0,A,0
0,1,59.23807371,0,A,0
1,1,38.59984367,0,B,0
0,0,61.47048579,1,B,1
1,0,52.96607113,0,B,0
1,0,47.81402481,1,B,0
0,0,49.33260238,0,B,0
0,1,45.33036541,0,A,0
0,0,32.89345282,0,A,0
0,0,37.87915497,0,B,0
0,0,46.2490997,0,A,0
1,0,52.51731923,0,A,0
1,0,51.911356,0,A,0
0,1,45.28308778,0,B,0
1,0,33.13434621,0,A,0
0,0,50.62453881,0,A,0
0,1,53.71004223,0,A,0
1,1,39.01941747,0,B,0
1,0,33.93537033,0,A,0
0,0,50.70383186,1,A,0
0,0,41.15723268,0,A,0
0,0,46.30013089,0,A,0
1,0,42.19630984,1,A,0
1,0,41.9446877,0,A,0
1,1,51.45944215,0,B,0
1,0,55.7022476,1,A,1
0,0,44.08231623,1,A,0
0,0,43.43261132,0,A,0
1,0,58.79840473,0,B,0
0,0,51.59441524,0,A,0
1,0,51.79759487,0,B,0
1,0,60.85748009,0,B,0
0,0,47.12610824,0,A,0
0,1,44.79026901,0,A,0
1,0,58.41613789,0,B,0
0,0,34.11645697,1,A,0
1,0,43.31207743,0,A,0
1,0,48.1458646,0,B,0
1,0,41.76025427,0,B,0
0,1,50.95362603,1,B,0
0,0,63.97410412,1,A,1
1,0,35.31847204,1,B,0
1,1,48.36999695,0,B,0
1,0,53.64235485,0,B,0
0,0,44.76910072,0,B,0
0,0,54.24205215,0,A,0
0,1,46.31718953,0,B,0
1,0,54.00930468,0,B,0
0,0,48.01016839,0,B,0
0,0,35.72486111,0,A,0
0,0,45.37508543,0,B,0
0,0,62.03954916,0,A,0
0,1,59.21732795,0,B,0
0,0,28.80057966,1,B,0
1,0,60.85330782,0,B,0
0,0,39.20819341,0,A,0
0,0,43.09409948,1,B,0
0,0,43.9929836,1,B,0
1,0,39.97267549,0,B,0
0,0,42.23415077,0,B,0
0,0,32.85965206,1,A,0
1,0,42.23780603,1,A,0
1,0,63.15894327,1,A,1
0,0,41.89519602,1,A,0
0,0,47.19021787,0,A,0
0,0,45.45742971,0,B,0
1,0,59.34993344,1,B,1
1,0,53.06510607,0,B,0
1,0,63.32389629,1,B,0
0,0,49.69811554,0,B,0
0,1,41.09297989,1,A,0
0,1,37.39615912,0,B,0
1,0,56.72180396,0,B,0
0,0,31.34057903,0,B,0
0,0,51.93375326,0,A,0
1,0,62.12457849,1,B,0
0,1,51.88409751,0,A,0
1,0,54.75020744,1,A,1
1,0,57.5930419,0,A,0
1,0,57.37446806,1,A,0
1,0,44.86166823,0,B,0
1,0,63.42627337,0,B,0
0,0,59.00011553,1,B,0
0,0,49.31904064,0,A,0
0,0,42.32508504,1,B,0
1,0,60.88061336,1,A,0
1,1,55.44137899,0,A,0
0,0,46.12661948,0,A,0
0,1,64.85201379,0,B,0
0,0,54.50557471,1,B,0
0,0,59.72683914,0,A,0
0,1,40.71307616,0,B,0
0,0,64.91434478,1,B,1
1,0,32.4134378,0,A,0
0,1,51.01176335,0,B,0
1,0,42.08690402,0,A,0
0,0,41.95432776,0,A,0
0,0,45.90569324,0,B,0
0,0,66.09581945,1,A,0
1,0,45.17449251,0,A,0
1,1,37.00741185,0,B,0
1,0,50.77647591,1,A,1
1,0,54.51486893,0,A,0
0,1,39.05384908,0,B,0
1,0,53.13461384,0,B,0
0,0,47.78433339,0,B,0
0,0,50.32342463,0,A,0
0,1,63.14635366,0,A,0
1,0,42.07550646,0,B,0
0,1,48.88149042,1,A,0
1,0,35.4919639,0,A,0
1,0,60.01466562,1,B,1
1,0,63.32995721,0,B,0
1,0,58.38169799,0,B,0
0,0,62.02756514,1,A,1
1,0,35.46981738,0,B,0
0,0,46.53226202,0,A,0
0,0,54.98594824,0,B,0
1,0,56.77138503,1,B,1
1,0,62.92863048,1,B,1
0,0,26.97051608,0,B,0
1,0,56.5569683,1,B,1
0,0,69.27921343,0,B,0
1,0,43.44409508,0,A,0
1,0,61.94604312,1,A,1
1,0,48.46340404,0,B,0
0,0,60.09357529,0,B,0
1,0,63.41023186,1,B,1
1,0,52.78554309,1,A,0
1,0,45.19888076,0,B,0
0,0,40.15325351,0,A,0
1,0,44.30454091,0,A,0
0,0,47.99111396,0,A,0
1,0,56.63767755,0,B,0
0,0,48.87441947,0,A,0
0,0,63.2147388,1,A,1
1,0,60.45402537,1,B,1
1,0,52.55118195,0,A,0
1,1,59.13851874,1,B,1
1,0,47.27033864,0,A,0
1,0,38.72593858,0,B,0
0,0,56.28237305,1,A,0
1,0,50.19886625,0,B,0
1,0,36.76860549,0,B,0
1,0,57.27194396,0,B,0
1,0,40.1279666,0,B,0
0,0,44.29529346,0,B,0
0,0,39.73525219,1,B,0
1,0,54.41307191,1,B,0
0,0,48.31181668,0,A,0
0,0,37.46864671,1,B,0
0,1,64.0581415,0,A,0
0,0,52.97491843,1,A,0
0,0,54.62615065,0,B,0
1,0,55.55749509,0,B,0
0,0,71.69968458,1,A,1
0,0,58.99305887,0,B,0
1,0,42.70489706,0,B,0
1,0,49.37193454,1,B,0
0,1,61.99201729,0,A,0
0,0,47.55888104,0,B,0
0,0,30.80517306,0,B,0
0,0,56.34799393,0,A,0
0,0,62.56255647,1,A,1
1,0,68.24489003,0,A,0
1,1,51.57496067,1,B,0
0,0,38.00733414,0,B,0
1,0,58.5524993,1,B,1
1,0,57.37098218,1,B,0
1,1,63.16760906,1,B,1
0,0,57.90661622,1,B,1
0,0,49.02003309,0,A,0
0,0,57.3286336,0,B,0
0,0,48.55019229,1,A,0
0,0,51.30196693,0,A,0
0,0,35.64000636,0,A,0
0,0,52.39878639,0,A,0
0,0,45.21757356,1,B,0
0,0,36.79337923,0,A,0
0,0,49.43554221,0,A,0
1,0,60.93447425,1,A,1
0,0,37.81556344,0,A,0
0,0,65.33089312,1,A,0
0,0,55.95885562,0,B,0
1,0,41.43337682,0,B,0
0,0,64.96122226,0,A,0
0,1,52.59611532,0,B,0
1,0,60.40488902,1,A,0
1,0,50.34182149,0,B,0
1,0,51.84723518,0,B,0
1,0,63.47696784,0,A,0
0,0,49.41955297,0,B,0
1,0,70.36046146,1,B,0
0,0,39.79311999,0,A,0
1,1,36.3290237,0,A,0
1,0,38.07645014,0,B,0
1,0,35.8994016,0,A,0
0,1,54.56268413,0,A,0
0,0,44.90605605,1,A,0
1,0,70.9046725,0,B,0
1,0,62.5124957,1,B,1
0,1,58.56320581,0,A,0
0,1,48.34804262,0,A,0
0,0,36.86974412,0,A,0
1,0,44.3206414,1,B,0
1,0,64.24932911,1,B,1
1,0,28.40225636,1,A,0
0,0,52.27083365,0,A,0
0,1,71.36570026,0,B,0
1,0,54.90014316,1,A,1
0,0,68.79540816,0,B,0
1,0,41.98962591,0,A,0
1,0,52.62087699,0,A,0
1,0,63.21651989,1,B,1
0,0,48.71738174,1,B,0
0,1,58.56139502,0,B,0
0,0,68.9296492,0,B,0
1,0,37.05468338,1,B,0
1,0,59.84463485,1,B,1
1,0,40.03470246,0,A,0
0,0,70.19253671,0,B,0
1,0,58.01019559,1,A,0
0,0,30.67635698,1,B,0
1,0,57.77147347,0,A,0
0,0,45.09511398,0,A,0
0,0,43.57595152,0,A,0
1,0,61.08585608,1,A,1
0,0,57.96004942,0,B,0
1,0,57.75799744,1,B,1
1,0,58.09284955,0,A,0
1,1,34.07722334,1,B,0
0,0,50.6793661,1,A,0
1,0,47.03669007,1,A,0
0,0,37.20214034,1,A,0
0,0,60.05467488,1,B,0
0,0,70.51172827,0,A,0
1,0,43.87526883,1,B,0
1,0,31.52672792,1,B,0
1,0,61.95592253,0,A,0
0,0,41.61443205,0,A,0
1,0,66.56595708,1,A,0
0,0,65.71458496,0,B,0
1,0,44.38964194,0,B,0
1,0,45.87000303,0,B,0
1,0,65.02754624,1,B,1
1,0,57.33415931,0,A,0
1,1,68.87685969,0,A,0
1,0,45.60046799,0,B,0
0,0,53.83470604,0,A,0
0,0,57.46626856,1,B,0
0,0,47.90101998,0,B,0
1,0,65.85640619,0,A,0
0,0,56.90238987,1,B,0
1,0,34.93258128,1,A,0
0,0,36.9003819,1,A,0
0,0,54.2190029,0,A,0
0,0,60.00945177,0,B,0
1,0,59.42307977,0,A,0
0,1,50.40227209,0,A,0
0,1,49.22327163,1,A,0
1,0,39.81129148,0,A,0
0,0,55.31644107,0,B,0
0,1,59.11214373,1,A,1
1,1,43.85388023,0,B,0
1,0,52.35136222,1,A,0
1,0,40.95234457,1,A,0
1,0,43.84288996,0,A,0
0,0,36.03778835,0,B,0
1,0,62.38266192,0,A,0
0,0,38.42264029,1,A,0
1,0,64.70985696,0,B,0
1,0,56.64663371,0,B,0
0,0,31.57017001,0,B,0
0,0,37.12820635,0,A,0
1,0,63.88957546,1,A,1
0,0,63.1764425,0,B,0
1,0,28.33297319,1,A,0
0,0,48.0562427,1,A,0
1,0,60.23561584,1,B,1
1,0,63.0755707,1,A,1
0,0,49.17823326,1,B,0
0,1,65.85293489,0,A,0
1,0,40.77216759,0,A,0
0,0,66.80171097,0,A,0
1,0,52.23290678,1,B,0
0,0,52.68176574,0,B,0
1,0,58.4200247,1,B,1
0,0,43.83963161,0,B,0
0,0,59.07953626,0,A,0
1,1,45.38637012,1,A,0
0,0,62.81656754,1,A,0
0,1,36.45465348,0,B,0
1,0,43.41855147,0,B,0
1,0,53.5788336,1,A,1
1,0,44.65668703,0,B,0
